ratID	HumanID	ratGeneSymbol	HumanGeneSymbol
ENSRNOG00000058641	ENSG00000252657	RF00156	RF00156
ENSRNOG00000023035	ENSG00000111850	Smim8	SMIM8
ENSRNOG00000057554	ENSG00000196335	Stk31	STK31
ENSRNOG00000056817	ENSG00000184956	Muc6	MUC6
ENSRNOG00000015534	ENSG00000205423	Cnep1r1	CNEP1R1
ENSRNOG00000018698	ENSG00000095787	Wac	WAC
ENSRNOG00000006622	ENSG00000008405	Cry1	CRY1
ENSRNOG00000011947	ENSG00000255833	Tifab	TIFAB
ENSRNOG00000007017	ENSG00000149488	Tmc2	TMC2
ENSRNOG00000047281	ENSG00000094631	LOC108348065	HDAC6
ENSRNOG00000048738	ENSG00000094631	Hdac6	HDAC6
ENSRNOG00000059347	ENSG00000213516	Rbmxl1b	RBMXL1
ENSRNOG00000021090	ENSG00000068976	Pygm	PYGM
ENSRNOG00000012726	ENSG00000168795	Zbtb5	ZBTB5
ENSRNOG00000021896	ENSG00000137674	Mmp20	MMP20
ENSRNOG00000011073	ENSG00000197386	Htt	HTT
ENSRNOG00000004479	ENSG00000087586	Aurka	AURKA
ENSRNOG00000013411	ENSG00000113569	Nup155	NUP155
ENSRNOG00000004524	ENSG00000121644	Desi2	DESI2
ENSRNOG00000005278	ENSG00000072657	Trhde	TRHDE
ENSRNOG00000025592	ENSG00000135452	Tspan31	TSPAN31
ENSRNOG00000011523	ENSG00000113648	H2afy	H2AFY
ENSRNOG00000053224	ENSG00000207124	RF00026	RNU6-163P
ENSRNOG00000018655	ENSG00000239900	Adsl	ADSL
ENSRNOG00000055027	ENSG00000201785	RF00137	SNORD117
ENSRNOG00000004571	ENSG00000186073	RGD1563680	C15orf41
ENSRNOG00000049892	ENSG00000170473	AABR07062266.1	PYM1
ENSRNOG00000058130	ENSG00000170473	Pym1	PYM1
ENSRNOG00000045626	ENSG00000166473	Pkd1l2	PKD1L2
ENSRNOG00000016055	ENSG00000181027	Fkrp	FKRP
ENSRNOG00000019384	ENSG00000161920	Med11	MED11
ENSRNOG00000015657	ENSG00000176893	Olr69	OR51G2
ENSRNOG00000029299	ENSG00000221910	Olr808	OR2F2
ENSRNOG00000007084	ENSG00000173838	March10	MARCH10
ENSRNOG00000058501	ENSG00000147885	Ifna11	IFNA16
ENSRNOG00000031046	ENSG00000147885	Ifna5	IFNA16
ENSRNOG00000061730	ENSG00000147885	AABR07049128.1	IFNA16
ENSRNOG00000056992	ENSG00000147885	LOC100912314	IFNA16
ENSRNOG00000052145	ENSG00000147885	AABR07049134.3	IFNA16
ENSRNOG00000002914	ENSG00000104907	Trmt1	TRMT1
ENSRNOG00000024986	ENSG00000138722	Mmrn1	MMRN1
ENSRNOG00000010018	ENSG00000198178	Clec4a3	CLEC4C
ENSRNOG00000010045	ENSG00000198178	Clec4a	CLEC4C
ENSRNOG00000047639	ENSG00000186113	LOC100912605	OR5D14
ENSRNOG00000020899	ENSG00000162344	Fgf19	FGF19
ENSRNOG00000008074	ENSG00000140459	Cyp11a1	CYP11A1
ENSRNOG00000002956	ENSG00000109689	Stim2	STIM2
ENSRNOG00000007920	ENSG00000157216	Ssbp3	SSBP3
ENSRNOG00000017424	ENSG00000120903	Chrna2	CHRNA2
ENSRNOG00000018075	ENSG00000114902	Spcs1	SPCS1
ENSRNOG00000055884	ENSG00000252467	RF00026	RNU6-347P
ENSRNOG00000032311	ENSG00000138892	AABR07058658.1	TTLL8
ENSRNOG00000017808	ENSG00000163884	Klf15	KLF15
ENSRNOG00000016902	ENSG00000168267	Ptf1a	PTF1A
ENSRNOG00000005101	ENSG00000150527	Mia2	MIA2
ENSRNOG00000021540	ENSG00000179859	RGD1563441	RNF227
ENSRNOG00000009177	ENSG00000179639	Fcer1a	FCER1A
ENSRNOG00000051836	ENSG00000189420	Zfp92	ZFP92
ENSRNOG00000013695	ENSG00000116478	Hdac1l	HDAC1
ENSRNOG00000021225	ENSG00000101405	Oxt	OXT
ENSRNOG00000026280	ENSG00000101574	Mettl4	METTL4
ENSRNOG00000038050	ENSG00000105185	RGD1564319	PDCD5
ENSRNOG00000047907	ENSG00000166484	LOC100912585	MAPK7
ENSRNOG00000050108	ENSG00000152518	LOC100911319	ZFP36L2
ENSRNOG00000047700	ENSG00000177693	AC121203.2	OR4F4
ENSRNOG00000002350	ENSG00000145088	Eaf2	EAF2
ENSRNOG00000018489	ENSG00000189181	Olr1653	OR14I1
ENSRNOG00000014046	ENSG00000180440	Sertm1	SERTM1
ENSRNOG00000054900	ENSG00000080572	Pih1d3	PIH1D3
ENSRNOG00000060448	ENSG00000164107	Hand2	HAND2
ENSRNOG00000018818	ENSG00000091164	Txnl1	TXNL1
ENSRNOG00000021101	ENSG00000143434	Sema6c	SEMA6C
ENSRNOG00000013328	ENSG00000157110	Rbpms	RBPMS
ENSRNOG00000009598	ENSG00000025770	Ncaph2	NCAPH2
ENSRNOG00000002443	ENSG00000037749	Mfap3	MFAP3
ENSRNOG00000049067	ENSG00000182700	Igip	IGIP
ENSRNOG00000009296	ENSG00000023608	Snapc1	SNAPC1
ENSRNOG00000054118	ENSG00000134779	Tpgs2	TPGS2
ENSRNOG00000004834	ENSG00000073350	Llgl2	LLGL2
ENSRNOG00000053106	ENSG00000106038	Evx1	EVX1
ENSRNOG00000046734	ENSG00000106038	Evx1	EVX1
ENSRNOG00000059152	ENSG00000200882	RF00026	RNU6-681P
ENSRNOG00000059787	ENSG00000222126	RF00004	RNU2-9P
ENSRNOG00000030110	ENSG00000181552	LOC103693384	EDDM3B
ENSRNOG00000024650	ENSG00000136108	Ckap2	CKAP2
ENSRNOG00000003882	ENSG00000135837	Cep350	CEP350
ENSRNOG00000051566	ENSG00000278794	RF00017	RF00017
ENSRNOG00000048988	ENSG00000140093	Serpina10	SERPINA10
ENSRNOG00000002092	ENSG00000142149	Hunk	HUNK
ENSRNOG00000003336	ENSG00000133055	Mybph	MYBPH
ENSRNOG00000051663	ENSG00000222397	RF00100	RN7SKP229
ENSRNOG00000018101	ENSG00000104892	Klc3	KLC3
ENSRNOG00000057923	ENSG00000201998	RF00319	SNORA23
ENSRNOG00000020946	ENSG00000160799	Ccdc12	CCDC12
ENSRNOG00000008765	ENSG00000091656	Zfhx4	ZFHX4
ENSRNOG00000058424	ENSG00000139291	AABR07057150.1	TMEM19
ENSRNOG00000010278	ENSG00000136244	Il6	IL6
ENSRNOG00000016248	ENSG00000203883	Sox18	SOX18
ENSRNOG00000061269	ENSG00000251843	RF00026	RNU6-803P
ENSRNOG00000057033	ENSG00000201441	RF00026	RNU6-646P
ENSRNOG00000019063	ENSG00000145868	Fbxo38	FBXO38
ENSRNOG00000050258	ENSG00000112576	Ccnd3	CCND3
ENSRNOG00000001714	ENSG00000127249	Atp13a4	ATP13A4
ENSRNOG00000047484	ENSG00000078399	LOC103689925	HOXA9
ENSRNOG00000037204	ENSG00000266202	Lyrm9	AC005697.1
ENSRNOG00000001726	ENSG00000145014	Tmem44	TMEM44
ENSRNOG00000027787	ENSG00000094804	Cdc6	CDC6
ENSRNOG00000004346	ENSG00000074181	Notch3	NOTCH3
ENSRNOG00000000036	ENSG00000162873	Klhdc8a	KLHDC8A
ENSRNOG00000007336	ENSG00000258289	Churc1	CHURC1
ENSRNOG00000003599	ENSG00000132467	Utp3	UTP3
ENSRNOG00000037695	ENSG00000163082	Sgpp2	SGPP2
ENSRNOG00000052979	ENSG00000124839	Rab17	RAB17
ENSRNOG00000028707	ENSG00000239839	Np4	DEFA3
ENSRNOG00000030524	ENSG00000239839	Defa24	DEFA3
ENSRNOG00000038135	ENSG00000239839	RatNP-3b	DEFA3
ENSRNOG00000030093	ENSG00000239839	Defa5	DEFA3
ENSRNOG00000000390	ENSG00000204130	LOC100910755	RUFY2
ENSRNOG00000020830	ENSG00000181392	LOC108348128	SYNE4
ENSRNOG00000049277	ENSG00000181392	Syne4	SYNE4
ENSRNOG00000056151	ENSG00000113319	AABR07007642.1	RASGRF2
ENSRNOG00000059857	ENSG00000172602	Rnd1	RND1
ENSRNOG00000038896	ENSG00000272949	Upk3bl1	AC093668.2
ENSRNOG00000048969	ENSG00000146909	AABR07059041.1	NOM1
ENSRNOG00000032241	ENSG00000189139	Fscb	FSCB
ENSRNOG00000055142	ENSG00000203734	Ect2l	ECT2L
ENSRNOG00000036872	ENSG00000284791	AC119007.1	OR7E47P
ENSRNOG00000005975	ENSG00000156482	LOC100362027	RPL30
ENSRNOG00000031041	ENSG00000129824	Rps4y2	RPS4Y1
ENSRNOG00000012406	ENSG00000090097	Pcbp4	PCBP4
ENSRNOG00000015868	ENSG00000120210	Insl6	INSL6
ENSRNOG00000057809	ENSG00000199744	RF00049	SNORD36A
ENSRNOG00000020638	ENSG00000188816	Hmx2	HMX2
ENSRNOG00000015030	ENSG00000285130	Tjp2	AL358113.1
ENSRNOG00000011548	ENSG00000221818	Ebf2	EBF2
ENSRNOG00000026502	ENSG00000136982	Dscc1	DSCC1
ENSRNOG00000052829	ENSG00000252390	RF00020	RNU5F-4P
ENSRNOG00000016256	ENSG00000099331	Myo9b	MYO9B
ENSRNOG00000008443	ENSG00000084444	Fam234b	FAM234B
ENSRNOG00000050277	ENSG00000198276	Uckl1	UCKL1
ENSRNOG00000002248	ENSG00000075539	Fryl	FRYL
ENSRNOG00000059070	ENSG00000221206	RF00619	RNU6ATAC15P
ENSRNOG00000005191	ENSG00000166326	Trim44	TRIM44
ENSRNOG00000059726	ENSG00000212607	RF00334	SNORA3B
ENSRNOG00000053692	ENSG00000212607	RF00334	SNORA3B
ENSRNOG00000012053	ENSG00000188643	S100a16	S100A16
ENSRNOG00000002473	ENSG00000157181	Odr4	ODR4
ENSRNOG00000032254	ENSG00000169375	Sin3a	SIN3A
ENSRNOG00000015357	ENSG00000164619	Bmper	BMPER
ENSRNOG00000001071	ENSG00000146066	AABR07035091.1	HIGD2A
ENSRNOG00000017372	ENSG00000146066	Higd2a	HIGD2A
ENSRNOG00000006979	ENSG00000121905	Hpca	HPCA
ENSRNOG00000060531	ENSG00000283313	RF00026	RF00026
ENSRNOG00000020029	ENSG00000172366	Mcrip2	MCRIP2
ENSRNOG00000021445	ENSG00000256436	Tas2r120	TAS2R31
ENSRNOG00000030629	ENSG00000143919	Camkmt	CAMKMT
ENSRNOG00000055344	ENSG00000180098	Trnau1ap	TRNAU1AP
ENSRNOG00000047960	ENSG00000123570	Rab9b	RAB9B
ENSRNOG00000018773	ENSG00000112031	Mtrf1l	MTRF1L
ENSRNOG00000009505	ENSG00000174950	Cd164l2	CD164L2
ENSRNOG00000014771	ENSG00000158901	Wfdc8	WFDC8
ENSRNOG00000012178	ENSG00000168216	Lmbrd1	LMBRD1
ENSRNOG00000011148	ENSG00000114850	Ssr3	SSR3
ENSRNOG00000013727	ENSG00000080986	Ndc80	NDC80
ENSRNOG00000008409	ENSG00000142347	Myo1f	MYO1F
ENSRNOG00000015409	ENSG00000111667	Usp5	USP5
ENSRNOG00000010513	ENSG00000105825	Tfpi2	TFPI2
ENSRNOG00000058538	ENSG00000187116	AABR07002001.1	LILRA5
ENSRNOG00000027808	ENSG00000187116	Lilra5	LILRA5
ENSRNOG00000000302	ENSG00000080546	Sesn1	SESN1
ENSRNOG00000054347	ENSG00000201025	RF00284	SNORD74B
ENSRNOG00000017775	ENSG00000100170	Slc5a1	SLC5A1
ENSRNOG00000057428	ENSG00000252581	RF00026	RNU6-1098P
ENSRNOG00000018975	ENSG00000198925	Atg9a	ATG9A
ENSRNOG00000009401	ENSG00000135363	Lmo2	LMO2
ENSRNOG00000049351	ENSG00000185818	Nat8l	NAT8L
ENSRNOG00000018362	ENSG00000136839	Olr852	OR13C9
ENSRNOG00000017611	ENSG00000118245	Tnp1	TNP1
ENSRNOG00000014031	ENSG00000141446	Esco1	ESCO1
ENSRNOG00000030199	ENSG00000170088	Tmem192	TMEM192
ENSRNOG00000051585	ENSG00000206603	RF00414	SNORA22B
ENSRNOG00000039192	ENSG00000198755	LOC103690888	RPL10A
ENSRNOG00000022143	ENSG00000158716	Dusp23	DUSP23
ENSRNOG00000018006	ENSG00000215474	Skor2	SKOR2
ENSRNOG00000023708	ENSG00000002933	Tmem176a	TMEM176A
ENSRNOG00000009888	ENSG00000150779	Timm8b	TIMM8B
ENSRNOG00000008897	ENSG00000100083	Gga1	GGA1
ENSRNOG00000022982	ENSG00000154252	Gal3st2	GAL3ST2
ENSRNOG00000003296	ENSG00000156136	Dck	DCK
ENSRNOG00000046968	ENSG00000198000	Nol8	NOL8
ENSRNOG00000025324	ENSG00000134278	Spire1	SPIRE1
ENSRNOG00000016872	ENSG00000117600	Plppr4	PLPPR4
ENSRNOG00000059360	ENSG00000201033	RF00003	RNU1-96P
ENSRNOG00000036895	ENSG00000180383	Defb25	DEFB124
ENSRNOG00000022082	ENSG00000144048	Dusp11	DUSP11
ENSRNOG00000045539	ENSG00000144048	LOC103690006	DUSP11
ENSRNOG00000029315	ENSG00000119231	AC099294.1	SENP5
ENSRNOG00000048136	ENSG00000119231	LOC103689978	SENP5
ENSRNOG00000009398	ENSG00000116205	Tceanc2	TCEANC2
ENSRNOG00000001065	ENSG00000008256	Cyth3	CYTH3
ENSRNOG00000009432	ENSG00000134001	Eif2s1	EIF2S1
ENSRNOG00000046611	ENSG00000134874	Dzip1-ps1	DZIP1
ENSRNOG00000001786	ENSG00000114520	Snx4	SNX4
ENSRNOG00000048445	ENSG00000197849	LOC103693054	OR8G1
ENSRNOG00000023812	ENSG00000162437	Raver2	RAVER2
ENSRNOG00000014478	ENSG00000102531	Fndc3a	FNDC3A
ENSRNOG00000000907	ENSG00000132965	Alox5ap	ALOX5AP
ENSRNOG00000006144	ENSG00000113805	Cntn3	CNTN3
ENSRNOG00000055408	ENSG00000100116	Gcat	GCAT
ENSRNOG00000005378	ENSG00000060558	Gna15	GNA15
ENSRNOG00000001449	ENSG00000272391	Pom121	POM121C
ENSRNOG00000025515	ENSG00000169397	Ear1	RNASE3
ENSRNOG00000031445	ENSG00000169397	Rnase3	RNASE3
ENSRNOG00000053457	ENSG00000169397	LOC100361866	RNASE3
ENSRNOG00000055505	ENSG00000252506	RF00026	RNU6-180P
ENSRNOG00000020300	ENSG00000130592	Lsp1	LSP1
ENSRNOG00000020871	ENSG00000090006	Ltbp4	LTBP4
ENSRNOG00000052013	ENSG00000199934	RF00136	RF00136
ENSRNOG00000020225	ENSG00000080845	Dlgap4	DLGAP4
ENSRNOG00000009811	ENSG00000100528	Cnih1	CNIH1
ENSRNOG00000000129	ENSG00000122733	Phf24	PHF24
ENSRNOG00000019811	ENSG00000265354	Timm23	TIMM23
ENSRNOG00000048256	ENSG00000164142	Fam160a1	FAM160A1
ENSRNOG00000006940	ENSG00000100365	Ncf4	NCF4
ENSRNOG00000002055	ENSG00000084092	Noa1	NOA1
ENSRNOG00000002749	ENSG00000008294	Spag9	SPAG9
ENSRNOG00000002346	ENSG00000122145	Tbx22	TBX22
ENSRNOG00000001653	ENSG00000064225	St3gal6	ST3GAL6
ENSRNOG00000015641	ENSG00000179044	Exoc3l1	EXOC3L1
ENSRNOG00000001548	ENSG00000116044	Nfe2l2	NFE2L2
ENSRNOG00000056563	ENSG00000285950	AABR07026399.1	AC084121.13
ENSRNOG00000007887	ENSG00000158711	Elk4	ELK4
ENSRNOG00000018184	ENSG00000140416	Tpm1	TPM1
ENSRNOG00000043329	ENSG00000164197	Rnf180	RNF180
ENSRNOG00000024957	ENSG00000163879	Dnali1	DNALI1
ENSRNOG00000022938	ENSG00000081014	Ap4e1	AP4E1
ENSRNOG00000002615	ENSG00000140650	Pmm2	PMM2
ENSRNOG00000001989	ENSG00000170017	Alcam	ALCAM
ENSRNOG00000001252	ENSG00000136213	Chst12	CHST12
ENSRNOG00000015581	ENSG00000115423	Dnah6	DNAH6
ENSRNOG00000011719	ENSG00000165553	Ngb	NGB
ENSRNOG00000017977	ENSG00000166311	Smpd1	SMPD1
ENSRNOG00000006030	ENSG00000106278	Ptprz1	PTPRZ1
ENSRNOG00000031448	ENSG00000001460	Stpg1	STPG1
ENSRNOG00000001886	ENSG00000128191	Dgcr8	DGCR8
ENSRNOG00000037466	ENSG00000204583	Lrcol1	LRCOL1
ENSRNOG00000016469	ENSG00000137731	Fxyd2	FXYD2
ENSRNOG00000027063	ENSG00000162244	AABR07062136.1	RPL29
ENSRNOG00000050264	ENSG00000162244	AABR07035357.2	RPL29
ENSRNOG00000051988	ENSG00000162244	AC128582.1	RPL29
ENSRNOG00000037172	ENSG00000162244	AC132539.2	RPL29
ENSRNOG00000021843	ENSG00000162244	AABR07072463.1	RPL29
ENSRNOG00000030439	ENSG00000162244	AABR07031505.1	RPL29
ENSRNOG00000058291	ENSG00000162244	AC126581.1	RPL29
ENSRNOG00000036666	ENSG00000178927	Cybc1	CYBC1
ENSRNOG00000046235	ENSG00000172769	Olfr1442	OR5B3
ENSRNOG00000059135	ENSG00000172769	LOC687088	OR5B3
ENSRNOG00000053372	ENSG00000172769	Olr361	OR5B3
ENSRNOG00000057094	ENSG00000172769	Olr349	OR5B3
ENSRNOG00000050798	ENSG00000172769	Olr341	OR5B3
ENSRNOG00000046407	ENSG00000172769	AC098125.2	OR5B3
ENSRNOG00000051566	ENSG00000264767	RF00017	RN7SL237P
ENSRNOG00000006209	ENSG00000166987	Mbd6	MBD6
ENSRNOG00000013416	ENSG00000205143	Arid3c	ARID3C
ENSRNOG00000052730	ENSG00000277791	Psmb3	PSMB3
ENSRNOG00000003149	ENSG00000179115	Farsa	FARSA
ENSRNOG00000015449	ENSG00000157111	Tmem171	TMEM171
ENSRNOG00000020486	ENSG00000126453	Bcl2l12	BCL2L12
ENSRNOG00000055238	ENSG00000211802	AABR07017639.2	TRAV22
ENSRNOG00000004312	ENSG00000228144	Tmbim4	AC078927.1
ENSRNOG00000053397	ENSG00000176988	LOC103690293	FMR1NB
ENSRNOG00000028523	ENSG00000204852	Tctn1	TCTN1
ENSRNOG00000008365	ENSG00000173917	Hoxb2	HOXB2
ENSRNOG00000009696	ENSG00000198625	Mdm4	MDM4
ENSRNOG00000004912	ENSG00000138448	Itgav	ITGAV
ENSRNOG00000054497	ENSG00000130699	Taf4	TAF4
ENSRNOG00000009681	ENSG00000132589	Flot2	FLOT2
ENSRNOG00000014526	ENSG00000134905	Cars2	CARS2
ENSRNOG00000055450	ENSG00000131730	Ckmt2	CKMT2
ENSRNOG00000000702	ENSG00000075856	Sart3	SART3
ENSRNOG00000052327	ENSG00000274202	RF00004	RF00004
ENSRNOG00000053533	ENSG00000200354	RF00056	SNORA71D
ENSRNOG00000016758	ENSG00000134013	Loxl2	LOXL2
ENSRNOG00000009148	ENSG00000215883	Cyb5rl	CYB5RL
ENSRNOG00000014538	ENSG00000130045	Nxnl2	NXNL2
ENSRNOG00000032908	ENSG00000060971	Acaa1a	ACAA1
ENSRNOG00000012123	ENSG00000137714	Fdx1	FDX1
ENSRNOG00000054889	ENSG00000166415	Wdr72	WDR72
ENSRNOG00000020374	ENSG00000129925	Tmem8a	TMEM8A
ENSRNOG00000013506	ENSG00000086666	Zfand6	ZFAND6
ENSRNOG00000001417	ENSG00000106397	Plod3	PLOD3
ENSRNOG00000003687	ENSG00000116741	Rgs2	RGS2
ENSRNOG00000052740	ENSG00000207442	RF00108	SNORD116-6
ENSRNOG00000052187	ENSG00000207442	RF00108	SNORD116-6
ENSRNOG00000053918	ENSG00000207442	RF00108	SNORD116-6
ENSRNOG00000054305	ENSG00000207442	RF00108	SNORD116-6
ENSRNOG00000061156	ENSG00000207442	RF00108	SNORD116-6
ENSRNOG00000052552	ENSG00000207442	RF00108	SNORD116-6
ENSRNOG00000059940	ENSG00000207442	RF00108	SNORD116-6
ENSRNOG00000059567	ENSG00000207442	RF00108	SNORD116-6
ENSRNOG00000060200	ENSG00000207442	RF00108	SNORD116-6
ENSRNOG00000058825	ENSG00000207442	RF00108	SNORD116-6
ENSRNOG00000058910	ENSG00000207442	RF00108	SNORD116-6
ENSRNOG00000056644	ENSG00000207442	RF00108	SNORD116-6
ENSRNOG00000059451	ENSG00000207442	RF00108	SNORD116-6
ENSRNOG00000017222	ENSG00000165660	Abraxas2	ABRAXAS2
ENSRNOG00000011311	ENSG00000138801	Papss1	PAPSS1
ENSRNOG00000017426	ENSG00000116954	Rragc	RRAGC
ENSRNOG00000019486	ENSG00000196689	Trpv1	TRPV1
ENSRNOG00000008299	ENSG00000151360	Allc	ALLC
ENSRNOG00000020470	ENSG00000085491	Slc25a24	SLC25A24
ENSRNOG00000053202	ENSG00000252985	RF00108	RF00108
ENSRNOG00000048986	ENSG00000227051	D430019H16Rik	C14orf132
ENSRNOG00000042465	ENSG00000011590	Zbtb32	ZBTB32
ENSRNOG00000016109	ENSG00000215041	Neurl4	NEURL4
ENSRNOG00000009555	ENSG00000162620	Lrriq3	LRRIQ3
ENSRNOG00000052869	ENSG00000261652	Ccpg1os	C15orf65
ENSRNOG00000047505	ENSG00000104833	Tubb4a	TUBB4A
ENSRNOG00000047738	ENSG00000255582	Olr1642	OR10G2
ENSRNOG00000047787	ENSG00000255582	Olr1641	OR10G2
ENSRNOG00000035583	ENSG00000199157	Mir3546	MIR208A
ENSRNOG00000038784	ENSG00000154864	Piezo2	PIEZO2
ENSRNOG00000019422	ENSG00000120738	Egr1	EGR1
ENSRNOG00000026629	ENSG00000230522	AABR07069343.1	MBD3L2
ENSRNOG00000021425	ENSG00000170613	Fam71b	FAM71B
ENSRNOG00000015084	ENSG00000103154	Necab2	NECAB2
ENSRNOG00000060013	ENSG00000273621	RF02271	RF02271
ENSRNOG00000002950	ENSG00000104903	Lyl1	LYL1
ENSRNOG00000061732	ENSG00000252105	RF00003	RNU1-143P
ENSRNOG00000004193	ENSG00000117153	Klhl12	KLHL12
ENSRNOG00000002110	ENSG00000197712	Fam114a1l1	FAM114A1
ENSRNOG00000025365	ENSG00000188676	Ido2	IDO2
ENSRNOG00000038896	ENSG00000205236	Upk3bl1	AC105052.1
ENSRNOG00000053000	ENSG00000252501	RF00015	RNU4-77P
ENSRNOG00000047957	ENSG00000082512	Traf5	TRAF5
ENSRNOG00000020822	ENSG00000143515	Atp8b2	ATP8B2
ENSRNOG00000021678	ENSG00000166199	Alkbh3	ALKBH3
ENSRNOG00000013718	ENSG00000128731	Herc2	HERC2
ENSRNOG00000004786	ENSG00000186115	Cyp4f1	CYP4F2
ENSRNOG00000030049	ENSG00000117174	Znhit6	ZNHIT6
ENSRNOG00000014744	ENSG00000179364	Pacs2	PACS2
ENSRNOG00000055391	ENSG00000148730	Eif4ebp2	EIF4EBP2
ENSRNOG00000008102	ENSG00000148399	Dph7	DPH7
ENSRNOG00000045697	ENSG00000168491	Ccdc110	CCDC110
ENSRNOG00000013919	ENSG00000118096	Ift46	IFT46
ENSRNOG00000052740	ENSG00000207063	RF00108	SNORD116-1
ENSRNOG00000052187	ENSG00000207063	RF00108	SNORD116-1
ENSRNOG00000053918	ENSG00000207063	RF00108	SNORD116-1
ENSRNOG00000054305	ENSG00000207063	RF00108	SNORD116-1
ENSRNOG00000061156	ENSG00000207063	RF00108	SNORD116-1
ENSRNOG00000052552	ENSG00000207063	RF00108	SNORD116-1
ENSRNOG00000059940	ENSG00000207063	RF00108	SNORD116-1
ENSRNOG00000059567	ENSG00000207063	RF00108	SNORD116-1
ENSRNOG00000060200	ENSG00000207063	RF00108	SNORD116-1
ENSRNOG00000058825	ENSG00000207063	RF00108	SNORD116-1
ENSRNOG00000058910	ENSG00000207063	RF00108	SNORD116-1
ENSRNOG00000056644	ENSG00000207063	RF00108	SNORD116-1
ENSRNOG00000059451	ENSG00000207063	RF00108	SNORD116-1
ENSRNOG00000003219	ENSG00000221926	Trim16	TRIM16
ENSRNOG00000014997	ENSG00000197081	Igf2r	IGF2R
ENSRNOG00000000320	ENSG00000283977	AABR07045462.1	AC084337.2
ENSRNOG00000055223	ENSG00000221611	RF00604	RF00604
ENSRNOG00000013229	ENSG00000136371	Mthfs	MTHFS
ENSRNOG00000048194	ENSG00000126247	Capns1	CAPNS1
ENSRNOG00000035626	ENSG00000207993	Mir134	MIR134
ENSRNOG00000014320	ENSG00000122641	Inhba	INHBA
ENSRNOG00000055619	ENSG00000173221	AC241717.1	GLRX
ENSRNOG00000055649	ENSG00000173221	AC242273.1	GLRX
ENSRNOG00000061401	ENSG00000173221	AC240814.1	GLRX
ENSRNOG00000051448	ENSG00000173221	AC242886.1	GLRX
ENSRNOG00000059830	ENSG00000173221	AC244836.1	GLRX
ENSRNOG00000056266	ENSG00000173221	AC241562.1	GLRX
ENSRNOG00000058619	ENSG00000252238	RF00322	RF00322
ENSRNOG00000015478	ENSG00000111732	Aicda	AICDA
ENSRNOG00000029658	ENSG00000173821	Rnf213	RNF213
ENSRNOG00000020106	ENSG00000186827	Tnfrsf4	TNFRSF4
ENSRNOG00000013368	ENSG00000154822	Plcl2	PLCL2
ENSRNOG00000000860	ENSG00000204396	Vwa7	VWA7
ENSRNOG00000018730	ENSG00000130202	Nectin2	NECTIN2
ENSRNOG00000061373	ENSG00000115318	Loxl3	LOXL3
ENSRNOG00000048966	ENSG00000283268	1700092M07Rik	TEX54
ENSRNOG00000000826	ENSG00000137312	Flot1	FLOT1
ENSRNOG00000055047	ENSG00000201747	RF00026	RNU6-534P
ENSRNOG00000059197	ENSG00000206600	RF00026	RNU6-25P
ENSRNOG00000056158	ENSG00000252643	RF00026	RNU6-1136P
ENSRNOG00000046480	ENSG00000169955	AABR07005779.3	ZNF747
ENSRNOG00000001303	ENSG00000100014	Specc1l	SPECC1L
ENSRNOG00000031934	ENSG00000154380	Enah	ENAH
ENSRNOG00000053729	ENSG00000107140	Tesk1	TESK1
ENSRNOG00000021555	ENSG00000159055	Mis18a	MIS18A
ENSRNOG00000010252	ENSG00000260729	Hexa	AC009690.1
ENSRNOG00000000823	ENSG00000135968	Gcc2	GCC2
ENSRNOG00000010592	ENSG00000153291	Slc25a27	SLC25A27
ENSRNOG00000051487	ENSG00000183762	Kremen1	KREMEN1
ENSRNOG00000012892	ENSG00000198691	Abca4	ABCA4
ENSRNOG00000007684	ENSG00000014164	Zc3h3	ZC3H3
ENSRNOG00000057384	ENSG00000176953	Nfatc2ip	NFATC2IP
ENSRNOG00000001642	ENSG00000036054	Tbc1d23	TBC1D23
ENSRNOG00000009330	ENSG00000119899	Slc17a5	SLC17A5
ENSRNOG00000002504	ENSG00000162814	Spata17	SPATA17
ENSRNOG00000001730	ENSG00000114331	Acap2	ACAP2
ENSRNOG00000008637	ENSG00000266173	Strada	STRADA
ENSRNOG00000048161	ENSG00000173366	Tlr9	AC097637.1
ENSRNOG00000059408	ENSG00000126464	Prr12	PRR12
ENSRNOG00000008580	ENSG00000104320	Nbn	NBN
ENSRNOG00000048650	ENSG00000156531	Phf6	PHF6
ENSRNOG00000008970	ENSG00000118946	Pcdh17	PCDH17
ENSRNOG00000002597	ENSG00000025423	Hsd17b6	HSD17B6
ENSRNOG00000001869	ENSG00000255587	Rab44	RAB44
ENSRNOG00000012274	ENSG00000215695	Ddi2	RSC1A1
ENSRNOG00000029510	ENSG00000164050	Plxnb1	PLXNB1
ENSRNOG00000003068	ENSG00000161010	Mrnip	MRNIP
ENSRNOG00000031802	ENSG00000156411	LOC691427	ATP5MPL
ENSRNOG00000039567	ENSG00000174173	Trmt10c	TRMT10C
ENSRNOG00000057620	ENSG00000130821	Slc6a8	SLC6A8
ENSRNOG00000025815	ENSG00000109089	Cdr2l	CDR2L
ENSRNOG00000054035	ENSG00000206611	RF00069	SNORD24
ENSRNOG00000017881	ENSG00000221855	Tas2r126	TAS2R41
ENSRNOG00000000320	ENSG00000132286	AABR07045462.1	TIMM10B
ENSRNOG00000017969	ENSG00000118733	Olfm3	OLFM3
