mouseID	HumanID	mouseGeneSymbol	HumanGeneSymbol
ENSMUSG00000014075	ENSG00000213123	Tctex1d2	TCTEX1D2
ENSMUSG00000055088	ENSG00000171501	Olfr354	OR1N2
ENSMUSG00000076866	ENSG00000211817	Trdv2-2	TRAV38-2DV8
ENSMUSG00000064877	ENSG00000276161	Gm23377	SNORA17B
ENSMUSG00000038740	ENSG00000196814	Mvb12b	MVB12B
ENSMUSG00000030352	ENSG00000011105	Tspan9	TSPAN9
ENSMUSG00000093283	ENSG00000244501	Gm22567	RN7SL623P
ENSMUSG00000066671	ENSG00000186440	Olfr220	OR6P1
ENSMUSG00000021432	ENSG00000124786	Slc35b3	SLC35B3
ENSMUSG00000074637	ENSG00000181449	Sox2	SOX2
ENSMUSG00000052581	ENSG00000176204	Lrrtm4	LRRTM4
ENSMUSG00000059503	ENSG00000279111	Olfr248	OR10X1
ENSMUSG00000066672	ENSG00000279111	Olfr417	OR10X1
ENSMUSG00000102805	ENSG00000164144	Gm37240	ARFIP1
ENSMUSG00000074513	ENSG00000164144	Arfip1	ARFIP1
ENSMUSG00000087642	ENSG00000211891	Ighe	IGHE
ENSMUSG00000079037	ENSG00000171867	Prnp	PRNP
ENSMUSG00000008874	ENSG00000166509	Clec3a	CLEC3A
ENSMUSG00000002105	ENSG00000165915	Slc39a13	SLC39A13
ENSMUSG00000025086	ENSG00000165832	Trub1	TRUB1
ENSMUSG00000054999	ENSG00000168060	Naaladl1	NAALADL1
ENSMUSG00000057699	ENSG00000186136	Tas2r131	TAS2R42
ENSMUSG00000040774	ENSG00000134255	Cept1	CEPT1
ENSMUSG00000009995	ENSG00000102125	Taz	TAZ
ENSMUSG00000018547	ENSG00000276293	Pip4k2b	PIP4K2B
ENSMUSG00000030156	ENSG00000110848	Cd69	CD69
ENSMUSG00000091455	ENSG00000165899	Otogl	OTOGL
ENSMUSG00000029735	ENSG00000196511	Tpk1	TPK1
ENSMUSG00000096825	ENSG00000211798	Trav12-1	TRAV18
ENSMUSG00000096656	ENSG00000211798	Trav12-2	TRAV18
ENSMUSG00000095958	ENSG00000211798	Trav12-3	TRAV18
ENSMUSG00000095079	ENSG00000211890	Igha	IGHA2
ENSMUSG00000040321	ENSG00000198146	Zfp770	ZNF770
ENSMUSG00000028412	ENSG00000070214	Slc44a1	SLC44A1
ENSMUSG00000045948	ENSG00000128626	Mrps12	MRPS12
ENSMUSG00000065889	ENSG00000206835	Gm22868	RNU1-74P
ENSMUSG00000030399	ENSG00000104879	Ckm	CKM
ENSMUSG00000024767	ENSG00000167770	Otub1	OTUB1
ENSMUSG00000031750	ENSG00000157368	Il34	IL34
ENSMUSG00000030020	ENSG00000163637	Prickle2	PRICKLE2
ENSMUSG00000050967	ENSG00000175874	Creg2	CREG2
ENSMUSG00000042895	ENSG00000174429	Abra	ABRA
ENSMUSG00000021456	ENSG00000130957	Fbp2	FBP2
ENSMUSG00000073979	ENSG00000221996	Olfr547	OR52B4
ENSMUSG00000090626	ENSG00000151575	Tex9	TEX9
ENSMUSG00000027163	ENSG00000110442	Commd9	COMMD9
ENSMUSG00000019848	ENSG00000132429	Popdc3	POPDC3
ENSMUSG00000026836	ENSG00000115170	Acvr1	ACVR1
ENSMUSG00000030924	ENSG00000005189	Rexo5	REXO5
ENSMUSG00000096256	ENSG00000205108	Gm21093	FAM205A
ENSMUSG00000022814	ENSG00000114491	Umps	UMPS
ENSMUSG00000040204	ENSG00000259316	Pclaf	AC087632.1
ENSMUSG00000047123	ENSG00000127666	Ticam1	TICAM1
ENSMUSG00000091586	ENSG00000186526	Cyp4f17	CYP4F8
ENSMUSG00000048440	ENSG00000186526	Cyp4f16	CYP4F8
ENSMUSG00000024055	ENSG00000186526	Cyp4f13	CYP4F8
ENSMUSG00000041538	ENSG00000241106	H2-Ob	HLA-DOB
ENSMUSG00000028364	ENSG00000041982	Tnc	TNC
ENSMUSG00000075227	ENSG00000174276	Znhit2	ZNHIT2
ENSMUSG00000065399	ENSG00000283927	Mir133a-1	MIR133A1
ENSMUSG00000040552	ENSG00000171860	C3ar1	C3AR1
ENSMUSG00000027215	ENSG00000085117	Cd82	CD82
ENSMUSG00000031590	ENSG00000273748	Frg1	AL592183.1
ENSMUSG00000020024	ENSG00000173588	Cep83	CEP83
ENSMUSG00000006676	ENSG00000172046	Usp19	USP19
ENSMUSG00000020081	ENSG00000075073	Tacr2	TACR2
ENSMUSG00000020156	ENSG00000160953	Mum1	MUM1
ENSMUSG00000027670	ENSG00000149635	Ocstamp	OCSTAMP
ENSMUSG00000002550	ENSG00000130717	Uck1	UCK1
ENSMUSG00000073436	ENSG00000197774	Eme2	EME2
ENSMUSG00000048230	ENSG00000156509	Fbxo43	FBXO43
ENSMUSG00000045106	ENSG00000186714	Ccdc73	CCDC73
ENSMUSG00000046694	ENSG00000158246	Tent5b	TENT5B
ENSMUSG00000024807	ENSG00000162298	Syvn1	SYVN1
ENSMUSG00000027164	ENSG00000175104	Traf6	TRAF6
ENSMUSG00000061979	ENSG00000274523	Rcc1l	RCC1L
ENSMUSG00000040205	ENSG00000138161	Cuzd1	CUZD1
ENSMUSG00000017734	ENSG00000244274	Dbndd2	DBNDD2
ENSMUSG00000041377	ENSG00000171840	Ninj2	NINJ2
ENSMUSG00000026479	ENSG00000058085	Lamc2	LAMC2
ENSMUSG00000047502	ENSG00000184313	Mroh7	MROH7
ENSMUSG00000006127	ENSG00000132376	Inpp5k	INPP5K
ENSMUSG00000030946	ENSG00000107902	Lhpp	LHPP
ENSMUSG00000024889	ENSG00000173653	Rce1	RCE1
ENSMUSG00000063382	ENSG00000186174	Bcl9l	BCL9L
ENSMUSG00000028630	ENSG00000127334	Dyrk2	DYRK2
ENSMUSG00000054940	ENSG00000204700	Olfr137	OR2J2
ENSMUSG00000028393	ENSG00000148218	Alad	ALAD
ENSMUSG00000059401	ENSG00000013619	Mamld1	MAMLD1
ENSMUSG00000093059	ENSG00000237611	Gm24809	RF00017
ENSMUSG00000034218	ENSG00000149311	Atm	ATM
ENSMUSG00000032577	ENSG00000114738	Mapkapk3	MAPKAPK3
ENSMUSG00000024968	ENSG00000167771	Rcor2	RCOR2
ENSMUSG00000031381	ENSG00000165195	Piga	PIGA
ENSMUSG00000022136	ENSG00000102580	Dnajc3	DNAJC3
ENSMUSG00000004655	ENSG00000240583	Aqp1	AQP1
ENSMUSG00000036966	ENSG00000167778	Spryd3	SPRYD3
ENSMUSG00000088536	ENSG00000212383	Gm23278	RF00554
ENSMUSG00000087819	ENSG00000212383	Gm25117	RF00554
ENSMUSG00000096486	ENSG00000249222	Gm5426	ATP5MGL
ENSMUSG00000021375	ENSG00000137177	Kif13a	KIF13A
ENSMUSG00000055838	ENSG00000165202	Olfr357	OR1Q1
ENSMUSG00000028391	ENSG00000148225	Wdr31	WDR31
ENSMUSG00000096838	ENSG00000201183	Gm26232	RNVU1-3
ENSMUSG00000095513	ENSG00000201183	Gm24136	RNVU1-3
ENSMUSG00000030124	ENSG00000089692	Lag3	LAG3
ENSMUSG00000043430	ENSG00000178597	Psapl1	PSAPL1
ENSMUSG00000038067	ENSG00000108342	Csf3	CSF3
ENSMUSG00000033054	ENSG00000149308	Npat	NPAT
ENSMUSG00000038150	ENSG00000172057	Ormdl3	ORMDL3
ENSMUSG00000002102	ENSG00000165916	Psmc3	PSMC3
ENSMUSG00000050232	ENSG00000186810	Cxcr3	CXCR3
ENSMUSG00000078144	ENSG00000256812	Capns2	CAPNS2
ENSMUSG00000025381	ENSG00000257727	Cnpy2	CNPY2
ENSMUSG00000047889	ENSG00000124570	Serpinb6d	SERPINB6
ENSMUSG00000089228	ENSG00000207312	Gm25044	RNU6-429P
ENSMUSG00000068614	ENSG00000159251	Actc1	ACTC1
ENSMUSG00000026208	ENSG00000175084	Des	DES
ENSMUSG00000019863	ENSG00000130348	Qrsl1	QRSL1
ENSMUSG00000043456	ENSG00000198597	Zfp536	ZNF536
ENSMUSG00000027883	ENSG00000121957	Gpsm2	GPSM2
ENSMUSG00000038375	ENSG00000078804	Trp53inp2	TP53INP2
ENSMUSG00000038305	ENSG00000196141	Spats2l	SPATS2L
ENSMUSG00000030246	ENSG00000285854	Ldhb	AC010197.2
ENSMUSG00000068823	ENSG00000009307	Csde1	CSDE1
ENSMUSG00000039983	ENSG00000128891	Ccdc32	CCDC32
ENSMUSG00000056947	ENSG00000180660	Mab21l1	MAB21L1
ENSMUSG00000096370	ENSG00000173933	Gm21992	RBM4
ENSMUSG00000094936	ENSG00000173933	Rbm4	RBM4
ENSMUSG00000004568	ENSG00000104880	Arhgef18	ARHGEF18
ENSMUSG00000037984	ENSG00000164600	Neurod6	NEUROD6
ENSMUSG00000072571	ENSG00000232070	Tmem253	TMEM253
ENSMUSG00000038011	ENSG00000197653	Dnah10	DNAH10
ENSMUSG00000039678	ENSG00000107021	Tbc1d13	TBC1D13
ENSMUSG00000020114	ENSG00000111530	Cand1	CAND1
ENSMUSG00000032350	ENSG00000001084	Gclc	GCLC
ENSMUSG00000018920	ENSG00000161921	Cxcl16	CXCL16
ENSMUSG00000031696	ENSG00000069329	Vps35	VPS35
ENSMUSG00000036835	ENSG00000205155	Psenen	PSENEN
ENSMUSG00000041741	ENSG00000172572	Pde3a	PDE3A
ENSMUSG00000020021	ENSG00000180263	Fgd6	FGD6
ENSMUSG00000030245	ENSG00000111711	Golt1b	GOLT1B
ENSMUSG00000019947	ENSG00000150347	Arid5b	ARID5B
ENSMUSG00000030165	ENSG00000134539	Klrd1	KLRD1
ENSMUSG00000064936	ENSG00000252045	Gm23722	RF00438
ENSMUSG00000035694	ENSG00000180881	Caps2	CAPS2
ENSMUSG00000037278	ENSG00000109084	Tmem97	TMEM97
ENSMUSG00000029804	ENSG00000138641	Herc3	HERC3
ENSMUSG00000000538	ENSG00000175662	Tom1l2	TOM1L2
ENSMUSG00000051727	ENSG00000151364	Kctd14	KCTD14
ENSMUSG00000060429	ENSG00000172164	Sntb1	SNTB1
ENSMUSG00000090113	ENSG00000257108	Nhlrc4	NHLRC4
ENSMUSG00000027324	ENSG00000166133	Rpusd2	RPUSD2
ENSMUSG00000030956	ENSG00000189319	Fam53b	FAM53B
ENSMUSG00000026031	ENSG00000003402	Cflar	CFLAR
ENSMUSG00000028559	ENSG00000117859	Osbpl9	OSBPL9
ENSMUSG00000033350	ENSG00000175040	Chst2	CHST2
ENSMUSG00000028794	ENSG00000184389	A3galt2	A3GALT2
ENSMUSG00000024423	ENSG00000154059	Impact	IMPACT
ENSMUSG00000002847	ENSG00000144837	Pla1a	PLA1A
ENSMUSG00000030854	ENSG00000110786	Ptpn5	PTPN5
ENSMUSG00000022827	ENSG00000144840	Rabl3	RABL3
ENSMUSG00000020622	ENSG00000185013	Nt5c1b	NT5C1B
ENSMUSG00000025377	ENSG00000167302	Tepsin	TEPSIN
ENSMUSG00000046486	ENSG00000180433	Olfr231	OR6K6
ENSMUSG00000015357	ENSG00000166855	Clpx	CLPX
ENSMUSG00000070532	ENSG00000185860	Ccdc190	CCDC190
ENSMUSG00000056121	ENSG00000171055	Fez2	FEZ2
ENSMUSG00000090213	ENSG00000240849	Tmem189	TMEM189
ENSMUSG00000039701	ENSG00000145390	Usp53	USP53
ENSMUSG00000027597	ENSG00000101444	Ahcy	AHCY
ENSMUSG00000032380	ENSG00000035664	Dapk2	DAPK2
ENSMUSG00000020263	ENSG00000136044	Appl2	APPL2
ENSMUSG00000005640	ENSG00000027644	Insrr	INSRR
ENSMUSG00000050944	ENSG00000176927	Efcab5	EFCAB5
ENSMUSG00000028172	ENSG00000169836	Tacr3	TACR3
ENSMUSG00000073755	ENSG00000142686	5730409E04Rik	C1orf216
ENSMUSG00000037738	ENSG00000197168	Nek5	NEK5
ENSMUSG00000076434	ENSG00000124116	Wfdc3	WFDC3
ENSMUSG00000096011	ENSG00000120242	Ifna15	IFNA8
ENSMUSG00000095896	ENSG00000120242	Ifna14	IFNA8
ENSMUSG00000095270	ENSG00000120242	Ifna9	IFNA8
ENSMUSG00000073811	ENSG00000120242	Ifna12	IFNA8
ENSMUSG00000035297	ENSG00000138663	Cops4	COPS4
ENSMUSG00000088743	ENSG00000271814	Gm23221	RN7SKP290
ENSMUSG00000048827	ENSG00000277481	Pkd1l3	PKD1L3
ENSMUSG00000029196	ENSG00000173011	Tada2b	TADA2B
ENSMUSG00000028029	ENSG00000164022	Aimp1	AIMP1
ENSMUSG00000006641	ENSG00000138074	Slc5a6	SLC5A6
ENSMUSG00000095590	ENSG00000272020	Gm24305	RNU1-30P
ENSMUSG00000096206	ENSG00000272020	Gm22317	RNU1-30P
ENSMUSG00000073988	ENSG00000137561	Ttpa	TTPA
ENSMUSG00000032078	ENSG00000109917	Zpr1	ZPR1
ENSMUSG00000064642	ENSG00000201384	Gm23299	RF00421
ENSMUSG00000044312	ENSG00000122859	Neurog3	NEUROG3
ENSMUSG00000027350	ENSG00000089199	Chgb	CHGB
ENSMUSG00000042641	ENSG00000121446	Rgsl1	RGSL1
ENSMUSG00000095300	ENSG00000177992	Gm906	SPATA31E1
ENSMUSG00000094918	ENSG00000177992	Gm8765	SPATA31E1
ENSMUSG00000074115	ENSG00000173432	Saa1	SAA1
ENSMUSG00000020460	ENSG00000143947	Rps27a	RPS27A
ENSMUSG00000021660	ENSG00000145741	Btf3	BTF3
ENSMUSG00000022479	ENSG00000111424	Vdr	VDR
ENSMUSG00000022433	ENSG00000283900	Csnk1e	TPTEP2-CSNK1E
ENSMUSG00000037426	ENSG00000100150	Depdc5	DEPDC5
ENSMUSG00000019814	ENSG00000280148	Ltv1	AL049844.3
ENSMUSG00000077518	ENSG00000207203	Gm25879	RNU6-71P
ENSMUSG00000015337	ENSG00000167136	Endog	ENDOG
ENSMUSG00000052276	ENSG00000188729	Ostn	OSTN
ENSMUSG00000032381	ENSG00000166797	Fam96a	CIAO2A
ENSMUSG00000074896	ENSG00000119917	Ifit3	IFIT3
ENSMUSG00000062488	ENSG00000119917	Ifit3b	IFIT3
ENSMUSG00000090035	ENSG00000259075	Galnt4	POC1B-GALNT4
ENSMUSG00000057963	ENSG00000100605	Itpk1	ITPK1
ENSMUSG00000007877	ENSG00000173991	Tcap	TCAP
ENSMUSG00000096727	ENSG00000240065	Psmb9	PSMB9
ENSMUSG00000023022	ENSG00000050405	Lima1	LIMA1
ENSMUSG00000022754	ENSG00000181458	Tmem45a	TMEM45A
ENSMUSG00000046748	ENSG00000181458	Tmem45a2	TMEM45A
ENSMUSG00000016503	ENSG00000122034	Gtf3a	GTF3A
ENSMUSG00000024008	ENSG00000124772	Cpne5	CPNE5
ENSMUSG00000026586	ENSG00000116132	Prrx1	PRRX1
ENSMUSG00000064972	ENSG00000207452	Gm26055	RNU6-606P
ENSMUSG00000029778	ENSG00000078549	Adcyap1r1	ADCYAP1R1
ENSMUSG00000003068	ENSG00000118046	Stk11	STK11
ENSMUSG00000022098	ENSG00000168487	Bmp1	BMP1
ENSMUSG00000037355	ENSG00000163945	Uvssa	UVSSA
ENSMUSG00000004267	ENSG00000111674	Eno2	ENO2
ENSMUSG00000095825	ENSG00000206972	Gm25448	RNU6-17P
ENSMUSG00000065147	ENSG00000199477	Snora31	SNORA31
ENSMUSG00000033540	ENSG00000127415	Idua	IDUA
ENSMUSG00000027547	ENSG00000101115	Sall4	SALL4
ENSMUSG00000078348	ENSG00000169976	Sf3b5	SF3B5
ENSMUSG00000059336	ENSG00000141469	Slc14a1	SLC14A1
ENSMUSG00000027650	ENSG00000101407	Tti1	TTI1
ENSMUSG00000026608	ENSG00000136636	Kctd3	KCTD3
ENSMUSG00000032119	ENSG00000172273	Hinfp	HINFP
ENSMUSG00000065808	ENSG00000202406	Gm23037	RN7SKP187
ENSMUSG00000035722	ENSG00000064687	Abca7	ABCA7
ENSMUSG00000024853	ENSG00000087365	Sf3b2	SF3B2
ENSMUSG00000020120	ENSG00000115956	Plek	PLEK
ENSMUSG00000078771	ENSG00000265118	Evi2a	AC134669.1
ENSMUSG00000028004	ENSG00000185149	Npy2r	NPY2R
ENSMUSG00000048528	ENSG00000229544	Nkx1-2	NKX1-2
ENSMUSG00000034566	ENSG00000167863	Atp5h	ATP5PD
ENSMUSG00000034297	ENSG00000108510	Med13	MED13
ENSMUSG00000029614	ENSG00000089009	Rpl6	RPL6
ENSMUSG00000016344	ENSG00000125534	Ppdpf	PPDPF
ENSMUSG00000036960	ENSG00000137975	Clca2	CLCA2
ENSMUSG00000058488	ENSG00000133116	Kl	KL
ENSMUSG00000099081	ENSG00000275307	Gm27624	RF01892
ENSMUSG00000024287	ENSG00000079134	Thoc1	THOC1
ENSMUSG00000038982	ENSG00000188428	Bloc1s5	BLOC1S5
ENSMUSG00000031903	ENSG00000103066	Pla2g15	PLA2G15
ENSMUSG00000012819	ENSG00000107736	Cdh23	CDH23
ENSMUSG00000001783	ENSG00000100220	Rtcb	RTCB
ENSMUSG00000028164	ENSG00000109323	Manba	MANBA
ENSMUSG00000029547	ENSG00000164880	Ints1	INTS1
ENSMUSG00000043843	ENSG00000167619	Tmem145	TMEM145
ENSMUSG00000044629	ENSG00000119865	Cnrip1	CNRIP1
ENSMUSG00000038733	ENSG00000162923	Wdr26	WDR26
ENSMUSG00000064966	ENSG00000207445	Snord15b	SNORD15B
ENSMUSG00000005447	ENSG00000079462	Pafah1b3	PAFAH1B3
ENSMUSG00000074336	ENSG00000224916	Apoc4	APOC4-APOC2
ENSMUSG00000023018	ENSG00000066117	Smarcd1	SMARCD1
ENSMUSG00000026578	ENSG00000117477	Ccdc181	CCDC181
ENSMUSG00000002846	ENSG00000113845	Timmdc1	TIMMDC1
ENSMUSG00000038422	ENSG00000119431	Hdhd3	HDHD3
ENSMUSG00000019960	ENSG00000139318	Dusp6	DUSP6
ENSMUSG00000045822	ENSG00000132801	Zswim3	ZSWIM3
ENSMUSG00000022403	ENSG00000100380	St13	ST13
ENSMUSG00000077564	ENSG00000207051	Gm23202	SNORA27
ENSMUSG00000076873	ENSG00000256590	Trdv5	TRDV3
ENSMUSG00000022829	ENSG00000145087	Stxbp5l	STXBP5L
ENSMUSG00000028672	ENSG00000117305	Hmgcl	HMGCL
ENSMUSG00000024743	ENSG00000011347	Syt7	SYT7
ENSMUSG00000020173	ENSG00000106078	Cobl	COBL
ENSMUSG00000029848	ENSG00000146857	Stra8	STRA8
ENSMUSG00000048779	ENSG00000171631	P2ry6	P2RY6
ENSMUSG00000018209	ENSG00000101109	Stk4	STK4
ENSMUSG00000028860	ENSG00000142765	Sytl1	SYTL1
ENSMUSG00000066797	ENSG00000179930	Zfp648	ZNF648
ENSMUSG00000036768	ENSG00000163808	Kif15	KIF15
ENSMUSG00000004270	ENSG00000111684	Lpcat3	LPCAT3
ENSMUSG00000041731	ENSG00000154330	Pgm5	PGM5
ENSMUSG00000021665	ENSG00000049860	Hexb	HEXB
ENSMUSG00000027641	ENSG00000080839	Rbl1	RBL1
ENSMUSG00000056492	ENSG00000069122	Adgrf5	ADGRF5
ENSMUSG00000029687	ENSG00000106462	Ezh2	EZH2
ENSMUSG00000040612	ENSG00000143195	Ildr2	ILDR2
ENSMUSG00000036918	ENSG00000068724	Ttc7	TTC7A
ENSMUSG00000042189	ENSG00000125409	Tekt3	TEKT3
ENSMUSG00000048878	ENSG00000186834	Hexim1	HEXIM1
ENSMUSG00000019767	ENSG00000120262	Ccdc170	CCDC170
ENSMUSG00000022664	ENSG00000138459	Slc35a5	SLC35A5
ENSMUSG00000067818	ENSG00000101335	Myl9	MYL9
ENSMUSG00000038453	ENSG00000277363	Srcin1	SRCIN1
ENSMUSG00000055409	ENSG00000165973	Nell1	NELL1
ENSMUSG00000034116	ENSG00000141968	Vav1	VAV1
ENSMUSG00000038240	ENSG00000164494	Pdss2	PDSS2
ENSMUSG00000076866	ENSG00000211816	Trdv2-2	TRAV38-1
ENSMUSG00000030898	ENSG00000110148	Cckbr	CCKBR
ENSMUSG00000061130	ENSG00000138032	Ppm1b	PPM1B
ENSMUSG00000042133	ENSG00000138398	Ppig	PPIG
ENSMUSG00000003134	ENSG00000204634	Tbc1d8	TBC1D8
ENSMUSG00000004730	ENSG00000174837	Adgre1	ADGRE1
ENSMUSG00000020755	ENSG00000161526	Sap30bp	SAP30BP
ENSMUSG00000088172	ENSG00000222490	Gm25217	RNU6-712P
ENSMUSG00000045962	ENSG00000060237	Wnk1	WNK1
ENSMUSG00000074569	ENSG00000124091	Gcnt7	GCNT7
ENSMUSG00000106620	ENSG00000211794	Trav7-5	TRAV12-3
ENSMUSG00000096138	ENSG00000211794	Trav7-6	TRAV12-3
ENSMUSG00000105721	ENSG00000211794	C920008G01Rik	TRAV12-3
ENSMUSG00000095736	ENSG00000211794	Trav7n-4	TRAV12-3
ENSMUSG00000022935	ENSG00000171189	Grik1	GRIK1
ENSMUSG00000020521	ENSG00000189050	Rnft1	RNFT1
ENSMUSG00000006418	ENSG00000124226	Rnf114	RNF114
ENSMUSG00000036099	ENSG00000028203	Vezt	VEZT
ENSMUSG00000073063	ENSG00000086506	Hbq1b	HBQ1
ENSMUSG00000020295	ENSG00000086506	Hbq1a	HBQ1
ENSMUSG00000020526	ENSG00000273611	Znhit3	ZNHIT3
ENSMUSG00000071172	ENSG00000112081	Srsf3	SRSF3
ENSMUSG00000078134	ENSG00000112081	Gm12355	SRSF3
ENSMUSG00000058626	ENSG00000137225	Capn11	CAPN11
ENSMUSG00000095941	ENSG00000260734	Gm21964	TLE7
ENSMUSG00000093930	ENSG00000112972	Hmgcs1	HMGCS1
ENSMUSG00000020932	ENSG00000131095	Gfap	GFAP
ENSMUSG00000022964	ENSG00000142188	Tmem50b	TMEM50B
ENSMUSG00000026475	ENSG00000143333	Rgs16	RGS16
ENSMUSG00000030554	ENSG00000182253	Synm	SYNM
ENSMUSG00000089389	ENSG00000253060	Gm24682	RF00601
ENSMUSG00000001510	ENSG00000064195	Dlx3	DLX3
ENSMUSG00000106247	ENSG00000213420	Gm43720	GPC2
ENSMUSG00000029510	ENSG00000213420	Gpc2	GPC2
ENSMUSG00000024038	ENSG00000160194	Ndufv3	NDUFV3
ENSMUSG00000050558	ENSG00000101292	Prokr2	PROKR2
ENSMUSG00000028469	ENSG00000159899	Npr2	NPR2
ENSMUSG00000040249	ENSG00000123384	Lrp1	LRP1
ENSMUSG00000042751	ENSG00000157064	Nmnat2	NMNAT2
ENSMUSG00000027419	ENSG00000125851	Pcsk2	PCSK2
ENSMUSG00000072720	ENSG00000133454	Myo18b	MYO18B
ENSMUSG00000069805	ENSG00000165140	Fbp1	FBP1
ENSMUSG00000040374	ENSG00000164751	Pex2	PEX2
ENSMUSG00000014498	ENSG00000139645	Ankrd52	ANKRD52
ENSMUSG00000005936	ENSG00000112078	Kctd20	KCTD20
ENSMUSG00000021694	ENSG00000049167	Ercc8	ERCC8
ENSMUSG00000071342	ENSG00000181016	Lsmem1	LSMEM1
ENSMUSG00000070336	ENSG00000204952	Fbxo47	FBXO47
ENSMUSG00000021357	ENSG00000112685	Exoc2	EXOC2
ENSMUSG00000037202	ENSG00000180644	Prf1	PRF1
ENSMUSG00000024477	ENSG00000164219	Pggt1b	PGGT1B
ENSMUSG00000035576	ENSG00000277611	L3mbtl1	Z98752.3
ENSMUSG00000001105	ENSG00000109083	Ift20	IFT20
ENSMUSG00000021907	ENSG00000263639	Msmb	MSMB
ENSMUSG00000055313	ENSG00000137338	Pgbd1	PGBD1
ENSMUSG00000059119	ENSG00000205531	Nap1l4	NAP1L4
ENSMUSG00000016554	ENSG00000100353	Eif3d	EIF3D
ENSMUSG00000018537	ENSG00000277258	Pcgf2	PCGF2
ENSMUSG00000032386	ENSG00000103671	Trip4	TRIP4
ENSMUSG00000096011	ENSG00000233816	Ifna15	IFNA13
ENSMUSG00000095896	ENSG00000233816	Ifna14	IFNA13
ENSMUSG00000095270	ENSG00000233816	Ifna9	IFNA13
ENSMUSG00000073811	ENSG00000233816	Ifna12	IFNA13
ENSMUSG00000079614	ENSG00000085415	Seh1l	SEH1L
ENSMUSG00000065397	ENSG00000283904	Mir155	MIR155
ENSMUSG00000060803	ENSG00000084207	Gstp1	GSTP1
ENSMUSG00000038155	ENSG00000084207	Gstp2	GSTP1
ENSMUSG00000021079	ENSG00000100575	Timm9	TIMM9
ENSMUSG00000039745	ENSG00000109854	Htatip2	HTATIP2
ENSMUSG00000045731	ENSG00000168081	Pnoc	PNOC
ENSMUSG00000058454	ENSG00000172893	Dhcr7	DHCR7
ENSMUSG00000024957	ENSG00000182450	Kcnk4	KCNK4
ENSMUSG00000039463	ENSG00000197818	Slc9a8	SLC9A8
ENSMUSG00000022311	ENSG00000164796	Csmd3	CSMD3
ENSMUSG00000045521	ENSG00000206203	Tssk2	TSSK2
ENSMUSG00000027676	ENSG00000284862	Ccdc39	CCDC39
ENSMUSG00000020713	ENSG00000204414	Gh	CSHL1
ENSMUSG00000036168	ENSG00000165972	Ccdc38	CCDC38
ENSMUSG00000020130	ENSG00000121749	Tbc1d15	TBC1D15
ENSMUSG00000050373	ENSG00000124104	Snx21	SNX21
ENSMUSG00000001240	ENSG00000131477	Ramp2	RAMP2
ENSMUSG00000022982	ENSG00000142168	Sod1	SOD1
ENSMUSG00000043372	ENSG00000168517	Hexim2	HEXIM2
ENSMUSG00000053217	ENSG00000255837	Tas2r136	TAS2R20
ENSMUSG00000037400	ENSG00000058063	Atp11b	ATP11B
ENSMUSG00000021322	ENSG00000136250	Aoah	AOAH
ENSMUSG00000030235	ENSG00000139155	Slco1c1	SLCO1C1
ENSMUSG00000024727	ENSG00000119121	Trpm6	TRPM6
ENSMUSG00000041842	ENSG00000137460	Fhdc1	FHDC1
ENSMUSG00000074862	ENSG00000175691	BC025920	ZNF77
ENSMUSG00000030688	ENSG00000214530	Stard10	STARD10
ENSMUSG00000078139	ENSG00000135070	AK157302	ISCA1
ENSMUSG00000044792	ENSG00000135070	Isca1	ISCA1
ENSMUSG00000025372	ENSG00000175866	Baiap2	BAIAP2
ENSMUSG00000048875	ENSG00000130021	Pudp	PUDP
ENSMUSG00000060201	ENSG00000145879	Spink7	SPINK7
ENSMUSG00000036198	ENSG00000147256	Arhgap36	ARHGAP36
ENSMUSG00000028539	ENSG00000117407	Artn	ARTN
ENSMUSG00000004655	ENSG00000250424	Aqp1	AC004691.2
ENSMUSG00000058793	ENSG00000101290	Cds2	CDS2
ENSMUSG00000032295	ENSG00000140400	Man2c1	MAN2C1
ENSMUSG00000061666	ENSG00000153982	Gdpd1	GDPD1
ENSMUSG00000021090	ENSG00000131951	Lrrc9	LRRC9
ENSMUSG00000028597	ENSG00000116157	Gpx7	GPX7
ENSMUSG00000048965	ENSG00000184350	Mrgpre	MRGPRE
ENSMUSG00000065738	ENSG00000207241	Gm24494	SNORD45A
ENSMUSG00000034453	ENSG00000013503	Polr3b	POLR3B
ENSMUSG00000044952	ENSG00000188997	Kctd21	KCTD21
ENSMUSG00000030742	ENSG00000213658	Lat	LAT
ENSMUSG00000031668	ENSG00000172071	Eif2ak3	EIF2AK3
ENSMUSG00000039908	ENSG00000181045	Slc26a11	SLC26A11
ENSMUSG00000014313	ENSG00000164919	Cox6c	COX6C
ENSMUSG00000020019	ENSG00000074527	Ntn4	NTN4
ENSMUSG00000025575	ENSG00000171302	Cant1	CANT1
ENSMUSG00000020614	ENSG00000108950	Fam20a	FAM20A
ENSMUSG00000058952	ENSG00000205403	Cfi	CFI
ENSMUSG00000032056	ENSG00000137707	Btg4	BTG4
ENSMUSG00000066643	ENSG00000118965	Wdr35	WDR35
ENSMUSG00000047220	ENSG00000173421	Ccdc36	CCDC36
ENSMUSG00000046844	ENSG00000171724	Vat1l	VAT1L
ENSMUSG00000018634	ENSG00000263715	Crhr1	LINC02210-CRHR1
