pigID	HumanID	pigGeneSymbol	HumanGeneSymbol
ENSSSCG00000017928	ENSG00000161939	NA	RNASEK-C17orf49
ENSSSCG00000034716	ENSG00000185298	CCDC137	CCDC137
ENSSSCG00000002812	ENSG00000140859	KIFC3	KIFC3
ENSSSCG00000015607	ENSG00000054392	HHAT	HHAT
ENSSSCG00000023793	ENSG00000136243	NUPL2	NUPL2
ENSSSCG00000037107	ENSG00000243466	NA	IGKV1-5
ENSSSCG00000039648	ENSG00000243466	NA	IGKV1-5
ENSSSCG00000034961	ENSG00000243466	NA	IGKV1-5
ENSSSCG00000037837	ENSG00000243466	NA	IGKV1-5
ENSSSCG00000008205	ENSG00000243466	NA	IGKV1-5
ENSSSCG00000017116	ENSG00000153395	LPCAT1	LPCAT1
ENSSSCG00000017693	ENSG00000275700	AATF	AATF
ENSSSCG00000001655	ENSG00000124733	MEA1	MEA1
ENSSSCG00000034859	ENSG00000179271	GADD45GIP1	GADD45GIP1
ENSSSCG00000022980	ENSG00000121075	TBX4	TBX4
ENSSSCG00000013723	ENSG00000095059	NA	DHPS
ENSSSCG00000033902	ENSG00000133250	ZNF414	ZNF414
ENSSSCG00000010931	ENSG00000159346	NA	ADIPOR1
ENSSSCG00000015266	ENSG00000076258	FMO4	FMO4
ENSSSCG00000009716	ENSG00000154447	SH3RF1	SH3RF1
ENSSSCG00000020910	ENSG00000127952	STYXL1	STYXL1
ENSSSCG00000031405	ENSG00000135218	NA	CD36
ENSSSCG00000005588	ENSG00000136931	NR5A1	NR5A1
ENSSSCG00000003918	ENSG00000132773	TOE1	TOE1
ENSSSCG00000032554	ENSG00000122696	NA	SLC25A51
ENSSSCG00000002006	ENSG00000092010	PSME1	PSME1
ENSSSCG00000016032	ENSG00000003436	TFPI	TFPI
ENSSSCG00000024008	ENSG00000196184	OR10J1	OR10J1
ENSSSCG00000010435	ENSG00000107789	MINPP1	MINPP1
ENSSSCG00000004193	ENSG00000197594	ENPP1	ENPP1
ENSSSCG00000021664	ENSG00000129933	MAU2	MAU2
ENSSSCG00000013405	ENSG00000110321	NA	EIF4G2
ENSSSCG00000038354	ENSG00000110321	NA	EIF4G2
ENSSSCG00000035687	ENSG00000155008	NA	APOOL
ENSSSCG00000012040	ENSG00000184221	OLIG1	OLIG1
ENSSSCG00000035574	ENSG00000131019	NA	ULBP3
ENSSSCG00000010138	ENSG00000099904	ZDHHC8	ZDHHC8
ENSSSCG00000020803	ENSG00000096070	BRPF3	BRPF3
ENSSSCG00000011884	ENSG00000180353	HCLS1	HCLS1
ENSSSCG00000010836	ENSG00000162819	BROX	BROX
ENSSSCG00000015039	ENSG00000197580	BCO2	BCO2
ENSSSCG00000036791	ENSG00000170423	KRT78	KRT78
ENSSSCG00000012896	ENSG00000167792	NDUFV1	NDUFV1
ENSSSCG00000007560	ENSG00000164855	TMEM184A	TMEM184A
ENSSSCG00000036560	ENSG00000177425	PAWR	PAWR
ENSSSCG00000035719	ENSG00000137814	HAUS2	HAUS2
ENSSSCG00000027954	ENSG00000109255	NMU	NMU
ENSSSCG00000002410	ENSG00000100629	CEP128	CEP128
ENSSSCG00000032908	ENSG00000103035	PSMD7	PSMD7
ENSSSCG00000035071	ENSG00000163357	DCST1	DCST1
ENSSSCG00000036177	ENSG00000127324	NA	TSPAN8
ENSSSCG00000011798	ENSG00000090520	NA	DNAJB11
ENSSSCG00000014572	ENSG00000176009	ASCL3	ASCL3
ENSSSCG00000008263	ENSG00000159374	M1AP	M1AP
ENSSSCG00000027711	ENSG00000008324	SS18L2	SS18L2
ENSSSCG00000004075	ENSG00000091844	RGS17	RGS17
ENSSSCG00000033375	ENSG00000185028	LRRC14B	LRRC14B
ENSSSCG00000017167	ENSG00000108669	CYTH1	CYTH1
ENSSSCG00000035749	ENSG00000279301	NA	OR2T11
ENSSSCG00000035270	ENSG00000279301	NA	OR2T11
ENSSSCG00000033666	ENSG00000279301	NA	OR2T11
ENSSSCG00000038159	ENSG00000279301	NA	OR2T11
ENSSSCG00000040778	ENSG00000170113	NA	NIPA1
ENSSSCG00000035005	ENSG00000198601	NA	OR2M2
ENSSSCG00000037149	ENSG00000172146	NA	OR1A1
ENSSSCG00000016147	ENSG00000115020	PIKFYVE	PIKFYVE
ENSSSCG00000012087	ENSG00000160190	SLC37A1	SLC37A1
ENSSSCG00000009092	ENSG00000138741	TRPC3	TRPC3
ENSSSCG00000031236	ENSG00000122694	GLIPR2	GLIPR2
ENSSSCG00000017566	ENSG00000167107	ACSF2	ACSF2
ENSSSCG00000022096	ENSG00000198914	POU3F3	POU3F3
ENSSSCG00000006579	ENSG00000188015	S100A3	S100A3
ENSSSCG00000034868	ENSG00000220205	NA	VAMP2
ENSSSCG00000039821	ENSG00000185477	GPRIN3	GPRIN3
ENSSSCG00000033673	ENSG00000169100	SLC25A6	SLC25A6
ENSSSCG00000012910	ENSG00000175634	RPS6KB2	RPS6KB2
ENSSSCG00000023749	ENSG00000100253	MIOX	MIOX
ENSSSCG00000033467	ENSG00000206530	NA	CFAP44
ENSSSCG00000003711	ENSG00000154040	CABYR	CABYR
ENSSSCG00000027973	ENSG00000103051	COG4	COG4
ENSSSCG00000032972	ENSG00000187268	NA	FAM9C
ENSSSCG00000012761	ENSG00000187268	NA	FAM9C
ENSSSCG00000017201	ENSG00000132478	UNK	UNK
ENSSSCG00000014076	ENSG00000198780	FAM169A	FAM169A
ENSSSCG00000031960	ENSG00000149972	NA	CNTN5
ENSSSCG00000014975	ENSG00000149972	NA	CNTN5
ENSSSCG00000008564	ENSG00000157884	CIB4	CIB4
ENSSSCG00000029020	ENSG00000167526	NA	RPL13
ENSSSCG00000007813	ENSG00000167526	NA	RPL13
ENSSSCG00000016510	ENSG00000157741	UBN2	UBN2
ENSSSCG00000011995	ENSG00000283434	NA	CSNKA2IP
ENSSSCG00000034186	ENSG00000130590	SAMD10	SAMD10
ENSSSCG00000002931	ENSG00000196357	ZNF565	ZNF565
ENSSSCG00000010525	ENSG00000249967	NA	AL355315.1
ENSSSCG00000037791	ENSG00000145506	NKD2	NKD2
ENSSSCG00000008201	ENSG00000168763	CNNM3	CNNM3
ENSSSCG00000027502	ENSG00000215375	MYL5	MYL5
ENSSSCG00000002090	ENSG00000211795	NA	TRAV8-6
ENSSSCG00000002071	ENSG00000211795	NA	TRAV8-6
ENSSSCG00000009435	ENSG00000172766	NAA16	NAA16
ENSSSCG00000021598	ENSG00000166979	EVA1C	EVA1C
ENSSSCG00000029813	ENSG00000168785	TSPAN5	TSPAN5
ENSSSCG00000016577	ENSG00000128524	ATP6V1F	ATP6V1F
ENSSSCG00000011761	ENSG00000275163	NA	AC117457.1
ENSSSCG00000017667	ENSG00000141378	PTRH2	PTRH2
ENSSSCG00000016794	ENSG00000145555	MYO10	MYO10
ENSSSCG00000010111	ENSG00000070413	DGCR2	DGCR2
ENSSSCG00000009801	ENSG00000110987	BCL7A	BCL7A
ENSSSCG00000017525	ENSG00000082641	NFE2L1	NFE2L1
ENSSSCG00000020831	ENSG00000168065	SLC22A11	SLC22A11
ENSSSCG00000034795	ENSG00000085365	SCAMP1	SCAMP1
ENSSSCG00000033177	ENSG00000176386	CDC26	CDC26
ENSSSCG00000002507	ENSG00000127152	BCL11B	BCL11B
ENSSSCG00000014450	ENSG00000070814	TCOF1	TCOF1
ENSSSCG00000038946	ENSG00000179520	SLC17A8	SLC17A8
ENSSSCG00000017864	ENSG00000197417	NA	SHPK
ENSSSCG00000008753	ENSG00000152990	ADGRA3	ADGRA3
ENSSSCG00000011327	ENSG00000283706	NA	PRSS50
ENSSSCG00000035155	ENSG00000177275	NA	OR2AJ1
ENSSSCG00000007291	ENSG00000088298	EDEM2	EDEM2
ENSSSCG00000000333	ENSG00000187857	NA	OR6C75
ENSSSCG00000036827	ENSG00000187857	NA	OR6C75
ENSSSCG00000003142	ENSG00000182264	IZUMO1	IZUMO1
ENSSSCG00000010428	ENSG00000107984	DKK1	DKK1
ENSSSCG00000032956	ENSG00000166780	C16orf45	C16orf45
ENSSSCG00000007607	ENSG00000185467	KPNA7	KPNA7
ENSSSCG00000017119	ENSG00000049656	CLPTM1L	CLPTM1L
ENSSSCG00000006090	ENSG00000156469	MTERF3	MTERF3
ENSSSCG00000010570	ENSG00000120049	KCNIP2	KCNIP2
ENSSSCG00000021847	ENSG00000255071	NA	SAA2-SAA4
ENSSSCG00000036576	ENSG00000197790	NA	OR52M1
ENSSSCG00000033239	ENSG00000197790	NA	OR52M1
ENSSSCG00000038132	ENSG00000168264	IRF2BP2	IRF2BP2
ENSSSCG00000015879	ENSG00000163331	DAPL1	DAPL1
ENSSSCG00000013900	ENSG00000105647	NA	PIK3R2
ENSSSCG00000026345	ENSG00000186510	NA	CLCNKA
ENSSSCG00000003814	ENSG00000203965	EFCAB7	EFCAB7
ENSSSCG00000010386	ENSG00000255339	NA	AL133352.1
ENSSSCG00000017509	ENSG00000108298	RPL19	RPL19
ENSSSCG00000016458	ENSG00000185899	TAS2R60	TAS2R60
ENSSSCG00000027812	ENSG00000144711	IQSEC1	IQSEC1
ENSSSCG00000034742	ENSG00000169057	MECP2	MECP2
ENSSSCG00000021203	ENSG00000051382	PIK3CB	PIK3CB
ENSSSCG00000010629	ENSG00000150594	ADRA2A	ADRA2A
ENSSSCG00000005000	ENSG00000187790	FANCM	FANCM
ENSSSCG00000015734	ENSG00000136718	IMP4	IMP4
ENSSSCG00000004235	ENSG00000101773	NA	RBBP8
ENSSSCG00000015083	ENSG00000137726	FXYD6	FXYD6
ENSSSCG00000032265	ENSG00000104964	AES	AES
ENSSSCG00000040476	ENSG00000172640	NA	OR10AD1
ENSSSCG00000040742	ENSG00000172640	NA	OR10AD1
ENSSSCG00000006096	ENSG00000164941	INTS8	INTS8
ENSSSCG00000011448	ENSG00000016864	GLT8D1	GLT8D1
ENSSSCG00000036775	ENSG00000211584	SLC48A1	SLC48A1
ENSSSCG00000000216	ENSG00000110881	ASIC1	ASIC1
ENSSSCG00000008442	ENSG00000284701	TMEM247	TMEM247
ENSSSCG00000036855	ENSG00000114120	SLC25A36	SLC25A36
ENSSSCG00000004155	ENSG00000177468	OLIG3	OLIG3
ENSSSCG00000017089	ENSG00000197043	ANXA6	ANXA6
ENSSSCG00000006232	ENSG00000104388	RAB2A	RAB2A
ENSSSCG00000011521	ENSG00000121440	PDZRN3	PDZRN3
ENSSSCG00000015650	ENSG00000162889	MAPKAPK2	MAPKAPK2
ENSSSCG00000028892	ENSG00000214193	SH3D21	SH3D21
ENSSSCG00000023128	ENSG00000159217	NA	IGF2BP1
ENSSSCG00000017008	ENSG00000134516	DOCK2	DOCK2
ENSSSCG00000013298	ENSG00000110435	PDHX	PDHX
ENSSSCG00000004936	ENSG00000138614	INTS14	INTS14
ENSSSCG00000014257	ENSG00000113396	SLC27A6	SLC27A6
ENSSSCG00000038222	ENSG00000151893	CACUL1	CACUL1
ENSSSCG00000012850	ENSG00000177030	DEAF1	DEAF1
ENSSSCG00000022998	ENSG00000168734	PKIG	PKIG
ENSSSCG00000004595	ENSG00000137845	ADAM10	ADAM10
ENSSSCG00000012101	ENSG00000011201	NA	ANOS1
ENSSSCG00000014625	ENSG00000110171	TRIM3	TRIM3
ENSSSCG00000004698	ENSG00000184716	SERINC4	SERINC4
ENSSSCG00000015091	ENSG00000149573	MPZL2	MPZL2
ENSSSCG00000011113	ENSG00000165609	NUDT5	NUDT5
ENSSSCG00000037766	ENSG00000151623	NR3C2	NR3C2
ENSSSCG00000001021	ENSG00000124782	RREB1	RREB1
ENSSSCG00000028418	ENSG00000135903	PAX3	PAX3
ENSSSCG00000010342	ENSG00000178217	SH2D4B	SH2D4B
ENSSSCG00000012375	ENSG00000082458	DLG3	DLG3
ENSSSCG00000008422	ENSG00000068781	NA	STON1-GTF2A1L
ENSSSCG00000026473	ENSG00000141338	ABCA8	ABCA8
ENSSSCG00000008287	ENSG00000274049	NA	INO80B-WBP1
ENSSSCG00000028346	ENSG00000100347	SAMM50	SAMM50
ENSSSCG00000026655	ENSG00000163629	PTPN13	PTPN13
ENSSSCG00000004582	ENSG00000140299	BNIP2	BNIP2
ENSSSCG00000011257	ENSG00000114739	ACVR2B	ACVR2B
ENSSSCG00000017339	ENSG00000136448	NMT1	NMT1
ENSSSCG00000036178	ENSG00000198937	CCDC167	CCDC167
ENSSSCG00000024555	ENSG00000168556	ING2	ING2
ENSSSCG00000004464	ENSG00000112773	TENT5A	TENT5A
ENSSSCG00000031105	ENSG00000155621	C9orf85	C9orf85
ENSSSCG00000002779	ENSG00000159708	LRRC36	LRRC36
ENSSSCG00000007149	ENSG00000101222	SPEF1	SPEF1
ENSSSCG00000024672	ENSG00000129911	KLF16	KLF16
ENSSSCG00000027526	ENSG00000177239	NA	MAN1B1
ENSSSCG00000039830	ENSG00000177239	NA	MAN1B1
ENSSSCG00000026886	ENSG00000197410	DCHS2	DCHS2
ENSSSCG00000015294	ENSG00000203710	NA	CR1
ENSSSCG00000029492	ENSG00000150433	TMEM218	TMEM218
ENSSSCG00000009229	ENSG00000138639	ARHGAP24	ARHGAP24
ENSSSCG00000040721	ENSG00000171425	ZNF581	ZNF581
ENSSSCG00000004839	ENSG00000166664	NA	CHRFAM7A
ENSSSCG00000037384	ENSG00000104164	BLOC1S6	BLOC1S6
ENSSSCG00000003559	ENSG00000117713	ARID1A	ARID1A
ENSSSCG00000036830	ENSG00000175356	NA	SCUBE2
ENSSSCG00000014575	ENSG00000175356	NA	SCUBE2
ENSSSCG00000004412	ENSG00000135596	MICAL1	MICAL1
ENSSSCG00000003093	ENSG00000125755	SYMPK	SYMPK
ENSSSCG00000023324	ENSG00000285827	NA	AP001267.5
ENSSSCG00000021571	ENSG00000165115	KIF27	KIF27
ENSSSCG00000012335	ENSG00000102302	FGD1	FGD1
ENSSSCG00000033753	ENSG00000173960	UBXN2A	UBXN2A
ENSSSCG00000006252	ENSG00000167904	TMEM68	TMEM68
ENSSSCG00000035925	ENSG00000198965	NA	OR10R2
ENSSSCG00000015952	ENSG00000128708	HAT1	HAT1
ENSSSCG00000021696	ENSG00000152954	NRSN1	NRSN1
ENSSSCG00000006474	ENSG00000132688	NES	NES
ENSSSCG00000011039	ENSG00000148482	SLC39A12	SLC39A12
ENSSSCG00000000668	ENSG00000111701	APOBEC1	APOBEC1
ENSSSCG00000029615	ENSG00000124333	VAMP7	VAMP7
ENSSSCG00000032390	ENSG00000090266	NDUFB2	NDUFB2
ENSSSCG00000017368	ENSG00000108849	PPY	PPY
ENSSSCG00000021699	ENSG00000285025	NA	AL022312.1
ENSSSCG00000031242	ENSG00000166527	NA	CLEC4D
ENSSSCG00000009012	ENSG00000170006	TMEM154	TMEM154
ENSSSCG00000010446	ENSG00000138134	STAMBPL1	STAMBPL1
ENSSSCG00000037337	ENSG00000174672	BRSK2	BRSK2
ENSSSCG00000004113	ENSG00000164506	STXBP5	STXBP5
ENSSSCG00000033086	ENSG00000258817	NA	OR4C13
ENSSSCG00000039396	ENSG00000258817	NA	OR4C13
ENSSSCG00000031165	ENSG00000258817	NA	OR4C13
ENSSSCG00000039981	ENSG00000258817	NA	OR4C13
ENSSSCG00000032011	ENSG00000258817	NA	OR4C13
ENSSSCG00000028561	ENSG00000178562	CD28	CD28
ENSSSCG00000009593	ENSG00000169071	ROR2	ROR2
ENSSSCG00000003017	ENSG00000105329	TGFB1	TGFB1
ENSSSCG00000002517	ENSG00000176473	WDR25	WDR25
ENSSSCG00000034328	ENSG00000170374	SP7	SP7
ENSSSCG00000014985	ENSG00000149968	MMP3	MMP3
ENSSSCG00000028706	ENSG00000116151	MORN1	MORN1
ENSSSCG00000015356	ENSG00000187546	AGMO	AGMO
ENSSSCG00000003761	ENSG00000117114	ADGRL2	ADGRL2
ENSSSCG00000038589	ENSG00000176219	OR11H6	OR11H6
ENSSSCG00000000108	ENSG00000198792	TMEM184B	TMEM184B
ENSSSCG00000012779	ENSG00000101986	ABCD1	ABCD1
ENSSSCG00000038824	ENSG00000260230	FRRS1L	FRRS1L
ENSSSCG00000012034	ENSG00000156299	TIAM1	TIAM1
ENSSSCG00000010338	ENSG00000170788	DYDC1	DYDC1
ENSSSCG00000037451	ENSG00000131626	PPFIA1	PPFIA1
ENSSSCG00000023797	ENSG00000126550	STATH	HTN1
ENSSSCG00000012689	ENSG00000186376	ZNF75D	ZNF75D
ENSSSCG00000013403	ENSG00000110328	GALNT18	GALNT18
ENSSSCG00000021325	ENSG00000180398	MCFD2	MCFD2
ENSSSCG00000022986	ENSG00000184305	CCSER1	CCSER1
ENSSSCG00000031690	ENSG00000101342	TLDC2	TLDC2
ENSSSCG00000038323	ENSG00000248746	ACTN3	ACTN3
ENSSSCG00000016656	ENSG00000155849	ELMO1	ELMO1
ENSSSCG00000007991	ENSG00000161996	WDR90	WDR90
ENSSSCG00000003091	ENSG00000170604	IRF2BP1	IRF2BP1
ENSSSCG00000040598	ENSG00000260001	TGFBR3L	TGFBR3L
ENSSSCG00000032780	ENSG00000205445	NA	KRTAP10-2
ENSSSCG00000031125	ENSG00000116337	AMPD2	AMPD2
ENSSSCG00000036136	ENSG00000134107	BHLHE40	BHLHE40
ENSSSCG00000017194	ENSG00000261408	NA	TEN1-CDK3
ENSSSCG00000006694	ENSG00000117262	NA	GPR89A
ENSSSCG00000016755	ENSG00000122678	POLM	POLM
ENSSSCG00000029125	ENSG00000031003	FAM13B	FAM13B
ENSSSCG00000004001	ENSG00000121410	A1BG	A1BG
ENSSSCG00000021610	ENSG00000123989	CHPF	CHPF
ENSSSCG00000015497	ENSG00000076321	KLHL20	KLHL20
ENSSSCG00000032619	ENSG00000069943	PIGB	PIGB
ENSSSCG00000007490	ENSG00000054803	CBLN4	CBLN4
ENSSSCG00000035185	ENSG00000197110	NA	IFNL3
ENSSSCG00000040814	ENSG00000197110	IL28B	IFNL3
ENSSSCG00000015116	ENSG00000076706	MCAM	MCAM
ENSSSCG00000013928	ENSG00000130283	NA	GDF1
ENSSSCG00000002374	ENSG00000119689	DLST	DLST
ENSSSCG00000015201	ENSG00000120458	MSANTD2	MSANTD2
ENSSSCG00000010077	ENSG00000211685	NA	IGLC7
ENSSSCG00000006312	ENSG00000143167	GPA33	GPA33
ENSSSCG00000016634	ENSG00000105974	CAV1	CAV1
ENSSSCG00000007899	ENSG00000188897	NA	AC099489.1
ENSSSCG00000000800	ENSG00000129317	PUS7L	PUS7L
ENSSSCG00000009592	ENSG00000165030	NFIL3	NFIL3
ENSSSCG00000025644	ENSG00000158477	NA	CD1A
ENSSSCG00000021579	ENSG00000144035	NAT8	NAT8
ENSSSCG00000006762	ENSG00000134262	AP4B1	AP4B1
ENSSSCG00000029129	ENSG00000013392	RWDD2A	RWDD2A
ENSSSCG00000039064	ENSG00000005100	DHX33	DHX33
ENSSSCG00000011970	ENSG00000184220	CMSS1	CMSS1
ENSSSCG00000001984	ENSG00000100441	KHNYN	KHNYN
ENSSSCG00000006865	ENSG00000137996	RTCA	RTCA
ENSSSCG00000008302	ENSG00000163013	FBXO41	FBXO41
ENSSSCG00000033898	ENSG00000080224	EPHA6	EPHA6
ENSSSCG00000011706	ENSG00000206199	ANKUB1	ANKUB1
ENSSSCG00000039613	ENSG00000198168	SVIP	SVIP
ENSSSCG00000002266	ENSG00000173575	NA	CHD2
ENSSSCG00000033465	ENSG00000127124	HIVEP3	HIVEP3
ENSSSCG00000032832	ENSG00000175018	TEX36	TEX36
ENSSSCG00000034695	ENSG00000187531	SIRT7	SIRT7
ENSSSCG00000027443	ENSG00000158186	MRAS	MRAS
ENSSSCG00000032821	ENSG00000165879	FRAT1	FRAT1
ENSSSCG00000009842	ENSG00000183273	CCDC60	CCDC60
ENSSSCG00000024596	ENSG00000151014	NOCT	NOCT
ENSSSCG00000010928	ENSG00000117139	KDM5B	KDM5B
ENSSSCG00000011803	ENSG00000156976	EIF4A2	EIF4A2
ENSSSCG00000008200	ENSG00000163126	ANKRD23	ANKRD23
ENSSSCG00000028274	ENSG00000159784	FAM131B	FAM131B
ENSSSCG00000032405	ENSG00000160472	TMEM190	TMEM190
ENSSSCG00000033532	ENSG00000187550	SBK2	SBK2
ENSSSCG00000033257	ENSG00000162441	LZIC	LZIC
ENSSSCG00000000601	ENSG00000151490	PTPRO	PTPRO
ENSSSCG00000040047	ENSG00000178233	TMEM151B	TMEM151B
ENSSSCG00000030432	ENSG00000188060	NA	RAB42
ENSSSCG00000015524	ENSG00000116199	FAM20B	FAM20B
ENSSSCG00000025049	ENSG00000071967	CYBRD1	CYBRD1
ENSSSCG00000033497	ENSG00000142599	RERE	RERE
ENSSSCG00000037128	ENSG00000198390	NA	KRTAP13-1
ENSSSCG00000036002	ENSG00000118707	TGIF2	TGIF2
ENSSSCG00000024794	ENSG00000037637	FBXO42	FBXO42
ENSSSCG00000016220	ENSG00000123992	DNPEP	DNPEP
ENSSSCG00000034664	ENSG00000204420	MPIG6B	MPIG6B
ENSSSCG00000027135	ENSG00000115241	PPM1G	PPM1G
ENSSSCG00000010283	ENSG00000107742	SPOCK2	SPOCK2
ENSSSCG00000015353	ENSG00000006747	SCIN	SCIN
ENSSSCG00000001840	ENSG00000166813	KIF7	KIF7
ENSSSCG00000009672	ENSG00000168079	SCARA5	SCARA5
ENSSSCG00000008386	ENSG00000162929	KIAA1841	KIAA1841
ENSSSCG00000033844	ENSG00000138061	CYP1B1	CYP1B1
ENSSSCG00000040519	ENSG00000106608	URGCP	URGCP
ENSSSCG00000033655	ENSG00000137285	TUBB2B	TUBB2B
ENSSSCG00000039161	ENSG00000143995	MEIS1	MEIS1
ENSSSCG00000030655	ENSG00000165072	MAMDC2	MAMDC2
ENSSSCG00000029710	ENSG00000176928	GCNT4	GCNT4
ENSSSCG00000033616	ENSG00000256223	NA	ZNF10
ENSSSCG00000031327	ENSG00000144744	NA	UBA3
ENSSSCG00000010329	ENSG00000108175	ZMIZ1	ZMIZ1
ENSSSCG00000002749	ENSG00000261701	NA	HPR
ENSSSCG00000023472	ENSG00000007933	FMO3	FMO3
ENSSSCG00000009589	ENSG00000165025	SYK	SYK
ENSSSCG00000001156	ENSG00000181315	ZNF322	ZNF322
ENSSSCG00000020856	ENSG00000214517	PPME1	PPME1
ENSSSCG00000023379	ENSG00000156587	UBE2L6	UBE2L6
ENSSSCG00000008429	ENSG00000119888	EPCAM	EPCAM
ENSSSCG00000007770	ENSG00000175938	ORAI3	ORAI3
ENSSSCG00000015221	ENSG00000236027	PATE3	PATE3
ENSSSCG00000023514	ENSG00000141096	DPEP3	DPEP3
ENSSSCG00000033686	ENSG00000227059	NA	ANHX
ENSSSCG00000032048	ENSG00000164106	SCRG1	SCRG1
ENSSSCG00000010293	ENSG00000138315	OIT3	OIT3
ENSSSCG00000011684	ENSG00000163714	U2SURP	U2SURP
ENSSSCG00000013596	ENSG00000267855	NA	NDUFA7
ENSSSCG00000020859	ENSG00000141668	CBLN2	CBLN2
ENSSSCG00000004894	ENSG00000206075	SERPINB5	SERPINB5
ENSSSCG00000011612	ENSG00000163902	RPN1	RPN1
ENSSSCG00000016338	ENSG00000132326	PER2	PER2
ENSSSCG00000023320	ENSG00000282301	CYP3A39	CYP3A7-CYP3A51P
ENSSSCG00000038518	ENSG00000282301	NA	CYP3A7-CYP3A51P
ENSSSCG00000016340	ENSG00000065802	ASB1	ASB1
ENSSSCG00000014100	ENSG00000171530	TBCA	TBCA
ENSSSCG00000012535	ENSG00000188828	GLRA4	GLRA4
ENSSSCG00000032154	ENSG00000105722	ERF	ERF
ENSSSCG00000006864	ENSG00000079335	CDC14A	CDC14A
ENSSSCG00000022636	ENSG00000170456	DENND5B	DENND5B
ENSSSCG00000011102	ENSG00000099250	NRP1	NRP1
ENSSSCG00000013425	ENSG00000099812	MISP	MISP
ENSSSCG00000011890	ENSG00000144852	NR1I2	NR1I2
ENSSSCG00000009995	ENSG00000176635	HORMAD2	HORMAD2
ENSSSCG00000026302	ENSG00000148773	NA	MKI67
ENSSSCG00000031966	ENSG00000279395	NA	OR5L1
ENSSSCG00000022401	ENSG00000177674	AGTRAP	AGTRAP
ENSSSCG00000004989	ENSG00000165355	FBXO33	FBXO33
ENSSSCG00000028336	ENSG00000181704	YIPF6	YIPF6
ENSSSCG00000038233	ENSG00000177984	LCN15	LCN15
ENSSSCG00000028310	ENSG00000117505	DR1	DR1
ENSSSCG00000001676	ENSG00000204052	LRRC73	LRRC73
ENSSSCG00000002509	ENSG00000090061	CCNK	CCNK
ENSSSCG00000002906	ENSG00000105672	ETV2	ETV2
ENSSSCG00000028387	ENSG00000142675	CNKSR1	CNKSR1
ENSSSCG00000006743	ENSG00000163393	SLC22A15	SLC22A15
ENSSSCG00000012346	ENSG00000158639	PAGE2B	PAGE5
ENSSSCG00000004521	ENSG00000134042	MRO	MRO
ENSSSCG00000017129	ENSG00000141542	RAB40B	RAB40B
ENSSSCG00000005291	ENSG00000196781	TLE1	TLE1
ENSSSCG00000040559	ENSG00000164011	ZNF691	ZNF691
ENSSSCG00000013296	ENSG00000110436	SLC1A2	SLC1A2
ENSSSCG00000025355	ENSG00000167635	ZNF146	ZNF146
ENSSSCG00000008421	ENSG00000279956	NA	AC073082.1
ENSSSCG00000033740	ENSG00000254647	INS	INS
ENSSSCG00000035798	ENSG00000166450	PRTG	PRTG
ENSSSCG00000029201	ENSG00000129474	AJUBA	AJUBA
ENSSSCG00000038853	ENSG00000077585	GPR137B	GPR137B
ENSSSCG00000038419	ENSG00000007129	NA	CEACAM21
ENSSSCG00000024568	ENSG00000007129	NA	CEACAM21
ENSSSCG00000000665	ENSG00000166532	RIMKLB	RIMKLB
ENSSSCG00000006200	ENSG00000165078	CPA6	CPA6
ENSSSCG00000028549	ENSG00000106823	ECM2	ECM2
ENSSSCG00000005347	ENSG00000137054	POLR1E	POLR1E
ENSSSCG00000018009	ENSG00000170222	ADPRM	ADPRM
ENSSSCG00000037797	ENSG00000236637	IFN-ALPHA-17	IFNA4
ENSSSCG00000039065	ENSG00000236637	IFN-ALPHA-16	IFNA4
ENSSSCG00000033254	ENSG00000236637	IFN-ALPHA-13	IFNA4
ENSSSCG00000032868	ENSG00000236637	IFN-ALPHA-4	IFNA4
ENSSSCG00000034800	ENSG00000236637	IFN-ALPHA-10	IFNA4
ENSSSCG00000034142	ENSG00000236637	NA	IFNA4
ENSSSCG00000034088	ENSG00000236637	IFN-ALPHA-14	IFNA4
ENSSSCG00000037603	ENSG00000236637	NA	IFNA4
ENSSSCG00000031149	ENSG00000236637	IFN-ALPHA-15	IFNA4
ENSSSCG00000037624	ENSG00000236637	IFN-ALPHA-8	IFNA4
ENSSSCG00000016011	ENSG00000162992	NEUROD1	NEUROD1
ENSSSCG00000035594	ENSG00000005001	PRSS22	PRSS22
ENSSSCG00000010530	ENSG00000095713	CRTAC1	CRTAC1
ENSSSCG00000020870	ENSG00000006634	NA	DBF4
ENSSSCG00000008615	ENSG00000163032	VSNL1	VSNL1
ENSSSCG00000040417	ENSG00000125743	NA	SNRPD2
ENSSSCG00000031721	ENSG00000168875	SOX14	SOX14
ENSSSCG00000012334	ENSG00000158526	TSR2	TSR2
ENSSSCG00000027907	ENSG00000172270	NA	BSG
ENSSSCG00000023142	ENSG00000130005	GAMT	GAMT
ENSSSCG00000007485	ENSG00000064787	BCAS1	BCAS1
ENSSSCG00000038378	ENSG00000138068	SULT6B1	SULT6B1
ENSSSCG00000011040	ENSG00000165995	CACNB2	CACNB2
ENSSSCG00000001680	ENSG00000124574	ABCC10	ABCC10
ENSSSCG00000029668	ENSG00000100385	IL2RB	IL2RB
ENSSSCG00000008686	ENSG00000243449	C4orf48	C4orf48
ENSSSCG00000002642	ENSG00000129910	CDH15	CDH15
ENSSSCG00000038843	ENSG00000157350	ST3GAL2	ST3GAL2
